Device_Type,Environment_Type,Weather_Condition,Distance,Transmission_Power,Frequency_Channel,Packet_Size,Battery_Level,RSSI,SNR,Delivery_Success,Energy_Cost,Bandwidth,Spreading_Factor,Coding_Rate,Data_Rate,Channel_Occupancy,Interference_Power,Interference_Duration,Interference_Density,Packet_Collision_Rate,Retransmission_Count,Packet_Loss_Rate,Latency,Jitter,Propagation_Delay,Gateway_Distance,Gateway_Signal_Quality,Gateway_Load,Battery_Voltage,Device_Temperature,Ambient_Temperature,Ambient_Humidity,Atmospheric_Pressure,Wind_Speed,Rainfall,Terrain_Obstruction,Node_Density,Network_Congestion,Channel_Switch_Count,Connection_Attempt_Count,Acknowledgment_Rate
Industrial_Node,Rural,Foggy,23.478,22.49,433,44,98.64,-73.67,11.55,Failure,2.28,31.25,9,4/6,56.383,44.91,-78.49,492.06,0.226,7.56,2,2.63,101.21,28.57,0.0784,24.136,78.51,10.37,4.105,52.48,41.57,64.04,1013.21,11.7,6.12,0.514,200.38,44.16,6,6,100.0
Sensor_Node,Rural,Clear,16.041,13.13,915,129,13.05,-53.84,20.0,Failure,2.61,7.8,8,4/6,38.923,27.54,-72.57,238.72,0.64,12.95,2,5.36,115.54,21.59,0.0536,17.202,89.92,83.64,2.962,27.27,38.25,71.57,1014.68,3.23,3.2,0.254,205.36,35.23,9,5,95.36
Sensor_Node,Urban,Cloudy,28.119,17.05,923,23,68.36,-77.18,9.08,Failure,1.931,31.25,11,4/7,16.083,93.81,-89.74,86.88,0.74,26.67,2,16.21,104.81,9.2,0.0939,29.344,72.8,65.77,3.763,45.04,42.33,42.28,1018.62,4.7,4.54,0.923,269.22,72.1,9,3,87.95
Environmental_Node,Rural,Cloudy,29.921,11.33,433,194,95.92,-79.16,13.9,Failure,2.892,250.0,9,4/7,40.452,16.67,-75.1,125.13,0.2,13.45,2,10.24,130.47,25.46,0.0999,31.152,71.54,19.55,4.209,39.49,17.19,50.2,1012.38,13.26,2.64,0.553,317.58,28.79,3,6,97.9
Sensor_Node,Rural,Cloudy,20.073,24.31,433,88,79.17,-56.79,8.95,Failure,2.952,125.0,9,4/8,59.606,84.92,-85.12,428.96,0.568,13.52,1,6.21,107.17,9.99,0.067,20.3,83.47,40.69,3.931,40.33,25.34,85.62,1012.77,3.54,2.14,0.003,50.43,62.21,0,5,97.3
Industrial_Node,Urban,Rain,12.662,29.75,470,82,38.55,-37.58,19.97,Success,3.042,250.0,10,4/5,26.44,89.41,-94.53,58.19,0.727,23.79,0,3.94,80.06,14.47,0.0423,13.956,100.0,59.97,3.319,67.34,27.05,30.19,1020.84,10.92,5.74,0.645,154.56,47.88,2,5,100.0
Smart_Meter,Urban,Rain,14.515,24.8,915,25,20.13,-45.5,18.6,Failure,2.068,7.8,9,4/7,30.841,84.64,-73.37,166.3,0.582,27.38,3,11.21,117.53,7.7,0.0485,15.543,95.89,94.16,3.055,16.66,13.87,26.28,995.7,1.32,4.59,0.013,306.0,76.52,7,5,97.66
Industrial_Node,Urban,Clear,6.524,26.88,923,102,70.14,-35.0,20.0,Success,3.232,250.0,9,4/5,32.297,45.7,-85.15,418.43,0.942,31.66,2,14.52,92.06,16.45,0.0218,7.637,100.0,69.44,3.79,31.08,37.53,70.05,1025.8,19.59,4.18,0.912,19.12,28.37,0,1,96.6
Smart_Meter,Rural,Cloudy,3.427,19.53,470,37,69.25,-35.0,20.0,Success,2.031,7.8,11,4/6,10.06,92.52,-87.11,137.81,0.567,20.53,1,7.92,65.73,17.6,0.0114,3.942,100.0,28.45,3.782,57.9,16.9,78.82,1002.78,3.49,0.89,0.974,402.35,82.85,9,3,91.54
Sensor_Node,Urban,Windy,17.574,11.91,923,135,36.31,-57.33,20.0,Success,2.465,250.0,11,4/7,32.251,6.09,-66.81,279.11,0.122,1.29,0,0.0,96.26,16.14,0.0587,18.118,91.94,56.38,3.337,29.31,29.76,66.41,1034.34,0.55,1.16,0.222,486.66,42.76,7,5,100.0
Sensor_Node,Industrial,Cloudy,24.262,24.53,868,121,82.51,-69.39,18.68,Failure,2.985,15.6,7,4/7,37.987,31.93,-75.03,130.07,0.968,25.78,2,9.48,135.24,1.78,0.081,24.821,83.53,28.86,4.034,28.22,39.51,75.48,1001.21,5.11,0.34,0.966,482.87,53.07,8,7,99.45
Sensor_Node,Industrial,Clear,8.222,15.13,868,55,66.89,-41.01,16.14,Success,2.053,7.8,10,4/5,29.639,17.72,-59.87,30.6,0.74,22.9,0,6.0,79.29,6.39,0.0275,8.965,93.13,75.95,3.726,24.47,14.04,58.0,1028.71,13.21,0.85,0.721,107.83,4.54,7,5,99.93
Smart_Meter,Industrial,Clear,12.88,17.77,433,95,47.33,-49.33,19.41,Success,2.355,62.5,10,4/6,27.922,18.92,-84.23,170.8,0.784,16.85,0,14.38,79.68,11.15,0.043,14.209,89.02,12.55,3.44,40.56,31.47,24.38,993.11,11.76,5.15,0.195,202.2,23.62,9,7,100.0
Industrial_Node,Rural,Clear,16.866,24.06,470,107,51.92,-56.09,14.81,Failure,2.951,31.25,11,4/7,13.589,71.9,-79.39,9.0,0.539,22.48,2,5.62,116.26,21.96,0.0563,18.359,75.98,36.12,3.505,44.55,14.17,48.88,1001.78,5.01,0.95,0.339,206.29,47.08,8,5,100.0
Smart_Meter,Rural,Clear,27.283,28.1,433,204,32.29,-65.95,19.11,Failure,4.182,125.0,11,4/8,35.074,29.3,-91.84,459.43,0.311,11.54,0,8.26,100.98,2.97,0.0911,27.62,88.38,77.43,3.234,37.78,20.16,94.0,1015.47,6.31,3.79,0.89,126.04,36.24,3,2,100.0
Sensor_Node,Industrial,Cloudy,4.59,19.72,433,177,58.48,-35.0,20.0,Success,3.54,250.0,9,4/8,33.12,40.45,-74.53,77.58,0.975,28.34,0,15.85,76.9,27.38,0.0153,6.355,100.0,77.14,3.62,68.33,14.1,23.97,1021.57,1.15,1.93,0.966,289.74,40.96,0,5,93.03
Industrial_Node,Industrial,Cloudy,7.488,29.23,433,161,55.19,-35.0,20.0,Success,3.522,62.5,10,4/6,55.803,59.28,-87.43,307.06,0.787,19.08,0,7.51,102.9,26.23,0.025,7.655,100.0,85.57,3.584,28.84,44.58,81.02,1011.08,3.49,0.43,0.413,451.56,58.93,1,7,100.0
Industrial_Node,Industrial,Clear,27.597,20.4,868,58,94.9,-76.36,17.62,Success,2.463,62.5,8,4/5,22.341,75.6,-92.72,478.45,0.145,8.82,1,4.53,104.12,6.7,0.0922,28.979,70.73,40.15,4.117,64.19,10.26,36.72,1008.89,1.33,2.07,0.015,439.24,70.79,1,1,93.69
Tracking_Device,Suburban,Rain,1.666,12.45,433,149,55.84,-35.0,20.0,Success,2.804,7.8,8,4/5,42.204,30.94,-88.71,460.61,0.358,9.87,0,0.0,74.81,16.35,0.0056,3.026,100.0,64.09,3.592,51.24,27.9,98.74,998.7,8.85,0.39,0.525,496.38,60.23,0,4,100.0
Industrial_Node,Urban,Foggy,19.855,20.37,433,141,79.97,-67.49,13.75,Failure,3.051,62.5,10,4/5,47.111,79.69,-81.5,54.34,0.899,27.82,2,9.42,106.13,11.26,0.0663,21.1,81.48,44.95,4.038,24.77,20.33,57.63,1006.42,4.36,1.44,0.636,457.23,85.37,4,6,94.36
Industrial_Node,Urban,Foggy,19.366,27.21,433,53,65.28,-48.46,17.83,Success,2.638,125.0,12,4/8,47.621,53.22,-59.14,374.41,0.597,18.2,1,5.99,83.66,14.55,0.0647,20.851,88.41,58.11,3.715,62.32,20.24,21.82,1001.31,3.62,4.12,0.3,119.78,48.37,5,1,100.0
Industrial_Node,Rural,Windy,11.806,20.76,433,77,30.27,-38.05,20.0,Success,2.332,250.0,7,4/5,34.146,68.69,-80.71,203.07,0.119,1.37,2,0.0,76.63,28.65,0.0394,13.291,100.0,53.28,3.113,18.59,35.4,61.58,1037.39,17.08,0.83,0.349,75.57,46.59,8,7,100.0
Tracking_Device,Industrial,Clear,14.311,24.96,470,136,14.46,-41.13,19.46,Success,3.41,62.5,12,4/6,37.66,67.41,-84.14,41.73,0.114,6.43,0,0.0,81.24,11.61,0.0478,15.035,100.0,43.96,3.002,56.67,12.68,35.07,1006.06,14.14,1.44,0.515,136.53,55.1,8,7,100.0
Environmental_Node,Suburban,Clear,25.72,20.96,923,231,73.17,-70.3,10.69,Failure,3.941,62.5,10,4/8,48.184,85.48,-75.44,346.17,0.128,7.84,1,4.09,131.63,28.07,0.0859,27.046,58.6,64.11,3.811,20.69,44.12,20.35,999.02,9.4,6.62,0.309,134.88,69.32,9,5,93.76
Smart_Meter,Urban,Windy,5.367,20.92,470,119,82.21,-35.0,19.78,Success,2.868,7.8,10,4/6,2.225,78.92,-80.26,460.78,0.038,11.58,1,0.8,71.37,2.53,0.0179,6.408,89.28,35.14,3.971,20.72,43.8,56.44,1004.61,17.84,1.24,0.863,249.91,67.06,7,7,95.94
Sensor_Node,Rural,Clear,7.331,15.7,915,135,88.74,-37.25,20.0,Success,2.641,31.25,8,4/6,13.291,83.71,-96.38,99.79,0.541,22.79,1,4.34,74.01,23.96,0.0245,7.622,86.34,21.12,4.001,37.3,23.45,43.12,1018.12,18.62,5.3,0.653,155.07,67.47,7,1,100.0
Smart_Meter,Urban,Clear,15.614,14.03,470,234,71.54,-55.22,17.92,Success,3.306,31.25,12,4/8,31.738,65.62,-79.49,66.63,0.68,23.37,1,7.63,102.01,16.05,0.0522,17.462,92.38,13.92,3.819,36.05,32.56,95.63,998.9,10.97,3.45,0.347,175.75,57.19,0,3,100.0
Industrial_Node,Industrial,Cloudy,12.587,15.58,915,182,49.08,-50.06,13.3,Success,2.685,15.6,8,4/8,43.938,15.94,-70.43,148.61,0.45,15.71,2,4.13,112.21,15.14,0.042,13.154,85.66,69.18,3.5,20.79,41.7,43.85,1022.87,9.28,0.39,0.35,343.46,40.5,4,3,100.0
Environmental_Node,Urban,Clear,17.444,18.82,868,53,54.33,-58.13,15.33,Success,2.065,31.25,7,4/6,11.232,19.02,-84.05,78.62,0.492,13.15,0,7.34,86.46,12.93,0.0583,19.315,78.39,47.23,3.472,43.36,44.2,63.31,1019.4,14.88,0.5,0.727,376.88,34.9,1,5,100.0
Industrial_Node,Suburban,Windy,27.665,26.19,923,232,78.43,-77.56,10.06,Failure,4.122,62.5,7,4/5,52.21,79.06,-79.66,98.01,0.079,11.4,1,7.46,130.23,19.22,0.0924,29.054,62.35,44.81,3.918,28.01,18.87,34.52,997.89,9.44,2.91,0.508,167.86,49.72,3,5,100.0
Sensor_Node,Suburban,Heavy_Rain,27.555,26.58,433,144,26.03,-79.77,16.44,Failure,3.351,15.6,10,4/7,31.045,61.43,-80.45,205.77,0.339,12.19,1,5.4,124.32,16.23,0.092,29.285,71.03,27.31,3.192,24.64,11.56,38.22,1033.62,9.17,0.2,0.609,292.51,54.84,1,1,97.38
Environmental_Node,Industrial,Heavy_Rain,7.286,13.27,915,121,50.74,-35.0,20.0,Success,2.034,15.6,8,4/5,23.022,7.79,-72.51,57.0,0.675,18.83,2,6.89,85.62,2.75,0.0243,7.612,89.18,94.63,3.505,15.34,26.71,62.0,1009.82,11.23,1.63,0.434,198.26,14.31,4,6,100.0
Environmental_Node,Suburban,Windy,9.413,21.06,868,155,14.85,-42.27,20.0,Failure,3.451,7.8,11,4/7,9.529,19.37,-86.39,44.43,0.409,16.79,2,6.6,89.78,21.02,0.0314,10.472,95.7,25.25,3.007,66.25,10.43,68.66,1020.3,14.63,2.61,0.347,255.73,46.12,0,4,100.0
Smart_Meter,Rural,Clear,5.281,18.32,923,62,19.47,-35.92,18.54,Success,2.074,15.6,9,4/5,33.82,83.97,-84.33,227.35,0.227,7.44,0,0.33,76.01,10.25,0.0176,6.908,95.84,60.71,3.092,27.66,18.14,96.18,1016.03,11.12,0.86,0.169,282.22,58.46,4,5,100.0
Industrial_Node,Suburban,Heavy_Rain,27.87,21.42,915,82,30.77,-71.21,15.87,Failure,2.694,7.8,7,4/7,47.403,55.75,-79.96,199.55,0.488,13.36,2,7.32,125.45,19.32,0.0931,28.795,81.08,77.76,3.15,29.88,18.63,20.84,1024.85,5.66,1.5,0.048,176.31,42.63,4,2,100.0
Smart_Meter,Suburban,Cloudy,12.237,22.95,868,134,66.7,-35.0,18.97,Success,3.471,125.0,11,4/6,19.126,15.22,-86.93,374.37,0.14,7.14,0,5.65,84.07,10.21,0.0409,12.571,99.55,33.03,3.771,38.69,36.34,44.15,1006.26,10.98,0.16,0.4,488.43,39.7,8,1,99.95
Tracking_Device,Urban,Rain,13.766,15.59,433,209,92.81,-45.72,18.59,Success,3.29,15.6,7,4/5,30.039,10.0,-89.26,382.0,0.414,15.12,0,5.02,100.31,0.51,0.046,15.458,95.56,43.16,4.102,24.14,39.36,37.13,1029.56,0.69,6.47,0.254,21.34,16.22,2,6,100.0
Environmental_Node,Rural,Clear,24.178,28.38,868,113,42.84,-61.66,12.34,Failure,3.373,7.8,11,4/5,11.022,94.95,-76.24,259.35,0.582,23.87,3,11.59,131.7,17.25,0.0808,26.067,81.95,33.9,3.371,68.69,12.23,93.79,999.83,8.85,4.35,0.155,312.94,76.62,0,4,84.13
Industrial_Node,Industrial,Heavy_Rain,15.633,28.71,868,130,55.03,-50.14,19.0,Success,3.565,125.0,11,4/5,15.962,31.59,-72.98,427.13,0.193,10.83,2,0.0,100.58,15.68,0.0522,17.207,89.7,28.02,3.628,16.3,36.64,90.19,1020.81,7.43,3.28,0.378,118.61,22.56,3,4,100.0
Industrial_Node,Urban,Foggy,4.033,12.11,433,39,61.35,-35.0,13.14,Failure,1.552,125.0,10,4/5,41.631,64.41,-87.61,48.19,0.876,25.33,0,14.61,54.06,3.56,0.0135,4.151,87.78,17.46,3.685,23.04,26.81,54.33,1009.25,8.71,0.57,0.828,291.08,53.14,0,5,93.26
Tracking_Device,Urban,Clear,13.417,24.06,915,199,35.61,-44.47,20.0,Success,3.764,7.8,11,4/7,58.003,34.58,-86.04,59.05,0.368,13.86,1,0.89,116.43,3.67,0.0448,14.391,91.51,85.32,3.331,52.31,15.37,71.79,1015.62,18.42,0.2,0.685,49.27,21.32,4,3,100.0
Industrial_Node,Suburban,Clear,19.1,10.66,868,103,72.08,-75.47,15.63,Failure,1.997,15.6,12,4/8,36.942,73.59,-81.99,225.93,0.056,5.81,2,0.15,115.73,14.63,0.0638,20.847,68.72,67.29,3.849,61.48,40.03,89.08,1010.78,4.9,1.63,0.923,426.52,62.11,4,1,100.0
Smart_Meter,Suburban,Clear,21.717,10.93,433,234,29.12,-73.87,12.36,Failure,3.123,125.0,11,4/6,38.072,86.8,-76.96,471.69,0.096,9.48,2,3.58,136.56,29.75,0.0725,23.612,69.73,39.01,3.189,47.36,19.07,47.76,1009.13,19.47,9.39,0.012,485.87,82.72,7,4,94.34
Environmental_Node,Rural,Cloudy,19.538,29.16,915,103,27.04,-48.95,20.0,Success,3.155,31.25,8,4/5,52.91,47.69,-85.15,265.33,0.776,25.18,0,9.37,91.43,19.6,0.0653,21.522,92.08,17.54,3.162,32.53,11.21,46.6,994.31,19.28,0.52,0.493,98.11,34.42,6,5,100.0
Sensor_Node,Suburban,Clear,4.016,23.9,433,65,28.52,-35.0,20.0,Success,2.451,31.25,11,4/6,11.309,86.58,-86.24,193.85,0.99,32.68,2,16.07,82.58,29.4,0.0134,4.558,96.37,17.49,3.213,40.11,29.16,98.54,1016.02,13.53,2.51,0.233,390.76,76.01,6,7,96.18
Smart_Meter,Suburban,Windy,9.478,16.49,470,106,53.14,-38.22,18.39,Success,2.442,15.6,8,4/8,48.917,31.62,-77.71,99.88,0.055,7.96,3,6.26,118.6,23.07,0.0317,11.045,93.51,79.46,3.606,36.83,27.51,38.5,1032.71,2.07,1.04,0.83,214.45,48.22,4,4,100.0
Tracking_Device,Urban,Cloudy,22.14,23.4,915,151,32.52,-68.55,13.1,Failure,3.204,125.0,12,4/7,51.585,66.17,-91.43,486.72,0.246,11.41,2,1.72,114.03,10.3,0.0739,22.725,74.0,22.83,3.265,49.19,23.86,76.75,1015.25,8.13,1.11,0.055,426.28,56.33,8,7,100.0
Environmental_Node,Urban,Cloudy,26.466,26.92,470,81,48.99,-74.28,8.87,Failure,2.955,250.0,7,4/7,41.771,19.57,-84.54,173.85,0.779,24.46,1,12.06,105.77,11.23,0.0884,27.349,77.28,51.36,3.453,55.07,37.8,73.9,980.94,11.23,0.78,0.477,476.53,55.32,5,6,90.69
Smart_Meter,Urban,Heavy_Rain,1.892,27.42,868,146,43.92,-35.0,20.0,Success,3.536,7.8,8,4/6,2.601,27.85,-110.0,136.82,0.216,1.93,0,0.0,70.98,10.04,0.0063,3.71,91.05,60.7,3.398,64.79,44.62,97.41,1003.99,4.9,4.57,0.804,26.11,2.22,5,2,100.0
Sensor_Node,Urban,Cloudy,1.746,10.41,868,157,84.79,-35.0,19.42,Success,2.853,15.6,8,4/7,55.593,78.73,-81.36,190.31,0.808,28.3,3,13.96,99.28,20.0,0.0058,2.931,100.0,52.24,4.018,69.79,12.5,44.31,996.45,16.66,0.19,0.87,22.67,30.48,1,1,97.72
Smart_Meter,Urban,Cloudy,19.48,26.36,868,187,29.72,-52.01,16.32,Failure,3.716,31.25,7,4/5,35.782,89.28,-81.45,313.49,0.709,27.19,1,11.01,120.83,5.72,0.0651,21.153,80.33,75.91,3.236,34.79,42.74,54.94,1000.53,7.26,2.61,0.697,469.1,78.63,4,7,95.39
Smart_Meter,Industrial,Heavy_Rain,16.667,27.06,915,152,37.55,-58.05,13.98,Failure,3.536,250.0,8,4/8,13.692,69.96,-80.22,31.65,0.465,23.47,1,14.29,96.31,12.67,0.0557,18.645,81.06,88.88,3.297,15.68,35.86,91.05,1000.13,11.61,3.95,0.465,142.29,54.78,3,4,99.01
Sensor_Node,Suburban,Windy,5.083,21.91,923,115,95.71,-35.0,20.0,Success,3.294,250.0,12,4/5,29.462,19.07,-101.3,58.63,0.094,1.28,1,0.0,71.86,12.11,0.017,5.55,100.0,44.3,4.121,40.19,36.67,21.89,1011.63,3.87,8.84,0.525,472.33,38.58,5,2,100.0
Environmental_Node,Suburban,Clear,16.675,19.6,915,165,32.02,-51.14,16.05,Success,3.137,125.0,8,4/5,34.309,7.2,-88.75,494.18,0.271,6.2,0,1.64,114.94,26.21,0.0557,17.799,87.81,60.67,3.248,30.73,26.25,70.99,997.03,15.8,0.29,0.253,455.6,38.98,7,6,100.0
Smart_Meter,Rural,Clear,29.247,12.22,915,80,81.72,-77.1,9.48,Failure,2.447,31.25,11,4/8,5.262,12.49,-76.05,185.45,0.309,6.07,0,0.54,87.22,20.5,0.0977,30.183,69.3,59.31,3.959,64.09,29.95,41.88,1012.7,6.67,3.54,0.457,384.85,34.31,4,1,98.1
Industrial_Node,Suburban,Clear,19.112,14.79,923,204,22.74,-57.97,17.54,Success,3.43,62.5,8,4/6,35.782,34.49,-61.24,284.0,0.974,31.69,1,16.59,125.21,25.09,0.0638,19.712,78.02,30.82,3.161,32.28,21.88,20.15,1005.53,11.31,1.36,0.73,211.92,34.1,3,6,96.31
Smart_Meter,Industrial,Cloudy,13.75,19.81,915,82,62.8,-49.4,18.82,Success,2.519,62.5,11,4/5,37.398,34.94,-76.86,186.0,0.928,24.57,0,14.45,75.15,15.39,0.0459,15.149,87.91,27.29,3.665,41.92,27.68,84.02,1005.26,17.97,0.49,0.872,71.28,10.68,9,2,99.62
Tracking_Device,Suburban,Clear,24.912,27.3,470,108,18.28,-61.42,11.16,Failure,2.903,7.8,10,4/6,47.834,8.86,-64.35,3.31,0.04,0.0,0,0.0,91.75,7.34,0.0832,26.339,83.17,78.23,3.083,58.56,31.85,71.25,1011.87,18.3,2.57,0.926,378.09,27.53,6,4,97.76
Smart_Meter,Industrial,Rain,6.778,26.06,923,228,46.9,-35.0,20.0,Success,4.008,7.8,10,4/5,55.384,93.78,-69.35,376.11,0.831,35.77,3,13.47,116.71,19.52,0.0226,7.642,95.59,68.03,3.462,62.37,44.2,46.2,1011.07,2.38,4.41,0.683,47.02,58.23,6,4,91.13
Sensor_Node,Urban,Windy,12.723,19.92,923,24,96.01,-41.23,20.0,Success,1.79,7.8,8,4/6,27.997,54.6,-79.41,240.33,0.512,20.45,1,10.04,90.27,6.94,0.0425,12.932,100.0,79.2,4.16,31.53,33.37,55.29,1007.64,4.12,1.89,0.701,82.15,34.89,6,1,100.0
Sensor_Node,Suburban,Clear,16.069,25.71,470,118,67.84,-44.55,15.78,Success,3.171,250.0,7,4/8,17.132,9.58,-73.11,243.42,0.534,17.97,1,9.1,110.19,7.92,0.0537,17.672,89.62,68.62,3.812,24.62,40.63,45.88,1012.98,11.97,9.56,0.097,164.17,23.86,2,7,100.0
Industrial_Node,Industrial,Rain,15.384,25.31,923,40,28.69,-36.53,20.0,Success,2.92,125.0,7,4/7,40.926,65.81,-65.67,259.35,0.664,19.75,1,9.8,69.48,7.33,0.0514,16.484,92.49,48.0,3.231,27.91,36.9,24.64,1010.27,11.72,0.71,0.087,91.13,37.16,1,4,99.95
Industrial_Node,Industrial,Cloudy,27.669,21.58,923,119,82.8,-72.78,9.22,Failure,2.883,7.8,9,4/5,9.373,82.99,-81.25,100.74,0.928,25.97,3,13.51,129.0,17.58,0.0924,28.31,68.67,62.86,3.893,38.63,40.11,96.37,1007.78,8.82,0.19,0.816,403.23,75.68,0,7,84.56
Smart_Meter,Urban,Cloudy,9.134,14.41,470,38,68.9,-45.78,20.0,Success,2.024,250.0,12,4/8,6.373,28.14,-91.98,412.86,0.902,30.11,3,13.78,80.85,24.77,0.0305,10.655,93.07,62.41,3.772,19.17,13.53,61.58,1034.46,10.9,0.94,0.146,260.57,45.39,7,4,100.0
Smart_Meter,Rural,Rain,2.167,16.96,433,170,93.49,-35.0,20.0,Success,3.054,31.25,9,4/8,47.068,76.98,-77.95,402.14,0.673,24.3,0,11.12,78.06,8.09,0.0072,3.007,97.1,56.26,4.102,30.6,43.22,82.1,1004.55,7.37,2.97,0.551,22.77,46.12,3,5,98.25
Sensor_Node,Suburban,Windy,27.533,13.28,433,88,30.59,-86.53,8.06,Failure,2.443,15.6,7,4/5,51.795,84.76,-84.04,128.76,0.62,25.39,0,7.32,105.14,9.23,0.092,28.577,59.55,71.3,3.226,22.38,32.86,86.64,1031.66,18.68,1.15,0.673,81.25,50.34,1,4,94.84
Industrial_Node,Urban,Clear,6.903,10.14,433,180,20.91,-46.41,20.0,Success,2.592,62.5,11,4/8,48.922,17.35,-86.25,417.86,0.18,10.66,3,5.76,116.02,27.44,0.0231,7.632,89.49,35.13,3.021,31.05,23.07,79.21,1021.54,1.4,2.58,0.803,386.48,42.2,2,1,100.0
Industrial_Node,Suburban,Clear,11.681,11.61,470,151,67.14,-51.45,16.84,Success,2.64,7.8,8,4/6,53.409,42.25,-81.45,474.15,0.05,7.94,1,0.0,102.96,29.75,0.039,12.136,85.21,34.11,3.749,54.3,39.7,38.61,1024.96,1.07,2.34,0.565,195.05,29.92,3,3,100.0
Sensor_Node,Urban,Rain,16.161,25.19,868,244,92.22,-49.23,18.04,Failure,3.899,250.0,9,4/5,16.982,13.31,-88.47,8.15,0.819,25.05,2,9.84,123.76,28.77,0.054,17.725,90.02,25.59,4.19,28.13,17.32,22.73,1007.23,18.08,1.26,0.393,147.13,33.82,4,4,98.25
Sensor_Node,Industrial,Cloudy,29.288,10.67,915,54,80.0,-90.31,13.18,Failure,2.07,7.8,8,4/7,37.859,6.93,-86.26,335.13,0.297,3.68,0,3.48,103.8,12.64,0.0978,31.224,63.87,81.24,3.948,46.43,30.21,23.6,1020.51,10.17,0.25,0.817,201.14,35.26,1,3,97.51
Sensor_Node,Urban,Clear,16.29,18.0,923,78,47.0,-63.85,18.23,Failure,2.422,15.6,8,4/8,36.898,73.78,-87.05,363.29,0.589,16.38,1,8.66,93.61,4.58,0.0544,18.161,82.27,26.83,3.468,59.24,28.32,21.96,1021.49,14.73,5.66,0.158,349.83,71.59,6,3,100.0
Sensor_Node,Rural,Clear,13.708,29.72,470,61,48.85,-48.57,16.87,Failure,3.015,15.6,11,4/6,3.139,12.37,-86.07,224.38,0.844,18.73,1,6.67,92.12,11.86,0.0458,15.09,96.47,68.91,3.539,35.85,29.76,51.18,997.91,10.63,5.9,0.667,307.82,26.33,1,6,100.0
Industrial_Node,Urban,Rain,17.717,25.9,915,146,39.93,-50.42,15.3,Failure,3.486,7.8,10,4/6,2.02,54.49,-86.3,34.1,0.884,22.71,3,13.87,116.65,12.8,0.0592,18.676,79.26,93.83,3.321,59.87,17.26,64.23,1032.88,15.17,2.46,0.579,423.89,72.87,8,5,93.47
Sensor_Node,Industrial,Clear,29.139,25.01,470,237,92.56,-84.07,14.13,Failure,3.804,15.6,7,4/6,52.609,48.89,-69.55,70.56,0.653,17.61,1,12.96,143.99,27.41,0.0973,30.86,69.67,57.61,4.038,45.68,19.75,98.41,1031.41,10.63,1.57,0.245,22.5,18.37,7,2,100.0
Smart_Meter,Urban,Foggy,24.629,15.49,923,120,83.05,-71.48,11.82,Failure,2.378,7.8,12,4/7,1.553,48.69,-92.85,481.65,0.134,7.51,2,0.0,112.77,20.7,0.0823,25.84,71.38,86.01,3.985,25.16,11.98,36.05,1006.93,15.17,12.19,0.167,144.3,34.69,9,1,100.0
Sensor_Node,Urban,Cloudy,5.485,22.83,868,105,34.07,-35.0,20.0,Failure,3.007,250.0,9,4/6,43.933,85.38,-72.27,265.04,0.597,18.53,1,5.31,87.86,26.63,0.0183,7.092,93.01,47.78,3.245,27.76,13.03,49.55,1012.86,14.89,10.47,0.636,332.27,57.84,3,3,100.0
Tracking_Device,Rural,Clear,24.196,19.97,470,222,38.86,-72.95,19.38,Failure,3.74,62.5,9,4/5,26.055,57.66,-62.43,340.47,0.409,10.65,0,3.52,132.31,14.13,0.0808,24.757,68.67,27.92,3.357,37.67,31.51,38.97,1024.58,14.53,3.71,0.475,347.4,56.87,2,3,100.0
Tracking_Device,Urban,Rain,25.312,22.48,915,68,76.58,-72.62,14.24,Failure,2.649,31.25,10,4/7,2.847,91.15,-90.88,241.19,0.056,12.63,0,2.97,104.58,13.69,0.0845,25.937,67.15,35.79,3.829,20.3,28.7,83.2,991.09,1.96,1.47,0.06,80.71,54.79,5,6,100.0
Sensor_Node,Urban,Clear,20.875,18.72,915,237,48.17,-60.85,13.96,Failure,3.861,125.0,12,4/6,51.129,71.36,-82.58,260.21,0.988,26.35,0,15.39,109.87,3.91,0.0697,22.837,71.46,48.62,3.451,52.23,31.26,75.8,1019.71,9.66,0.27,0.067,276.06,45.65,6,5,92.87
Smart_Meter,Urban,Cloudy,19.888,20.62,923,60,64.87,-62.68,8.24,Failure,2.379,15.6,10,4/5,23.685,48.04,-83.01,98.15,0.309,9.27,3,5.11,117.18,23.18,0.0664,21.749,76.92,31.99,3.676,19.35,30.82,99.62,1014.9,10.62,0.64,0.041,169.93,40.92,8,3,93.66
Sensor_Node,Industrial,Cloudy,13.506,29.77,433,96,23.99,-45.18,17.55,Failure,3.111,250.0,12,4/6,44.256,16.37,-97.18,131.66,0.527,13.41,2,9.69,106.68,8.18,0.0451,14.615,89.14,28.76,3.094,29.96,42.36,22.9,1018.66,12.42,10.38,0.974,27.93,10.12,8,4,100.0
Industrial_Node,Rural,Cloudy,19.43,16.59,923,225,84.39,-65.03,10.54,Failure,3.248,62.5,9,4/8,30.306,57.88,-77.63,171.18,0.817,16.6,1,10.04,116.61,20.82,0.0649,19.717,71.37,20.14,4.056,18.36,23.67,25.73,1014.29,9.05,1.19,0.153,289.17,43.33,2,2,95.97
